status;site_name;street;zip_code;city;country;country_code;uf;latitude;longitude;operator;verified_for_trucks;green_certified;lots_partner;restrooms;food;wifi;card_terminal;truck_parking;showers;truck_wash;google_maps_url;date_when_added_to_list;source;comments;accuracy_score;identification_document
200;PETROLEO SUAPE LTDA;RODOVIA PE 60,  6927;54521010;CABO DE SANTO AGOSTINHO;Brazil;BR;PE;-8.3605257;-35.0208114;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;03129077000154
200;AUTO POSTO GOMES NOGUEIRA LTDA.;" BR-101/RJ,  KM 288";24800001;ITABORAI;Brazil;BR;RJ;-22.7715113;-42.9230486;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;03705253000159
200;ANTONIO SANTINI AUTO POSTO DE COMBUSTIVEIS LTDA;" BR 393 KM 200,  SN";27660000;RIO DAS FLORES;Brazil;BR;RJ;-22.2284185;-43.4229223;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05097374000190
200;J MENDES REVENDEDORA DE COMBUSTIVEIS E DERIVADOS LTDA;AVENIDA FRANCISCO MOTA,  1778;59625526;MOSSORO;Brazil;BR;RN;-5.211067799999999;-37.3563031;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;03315118000105
200;AUTO POSTO DE SERVICOS VIA DUTRA 1 LTDA;RODOVIA PRESIDENTE DUTRA,  17500;26020005;NOVA IGUACU;Brazil;BR;RJ;-22.7392423;-43.4621574;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;04010834000139
200;BOQUEIRAO COMERCIO DE DERIVADOS DE PETROLEO LTDA;RODOVIA BR 222 KM 21,  S/N;61616000;CAUCAIA;Brazil;BR;CE;-3.737000399999999;-38.74209219999999;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07130954000168
200;COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES RONSANI LTDA;RODOVIA ICR 353,  S/N;88820000;ICARA;Brazil;BR;SC;-28.7004214;-49.18864749999999;RAIZEN MIME;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07396885000139
200;COMERCIAL PARAKY DE COMBUSTIVEIS LTDA.;RODOVIA BA. 093, KM 01,  S/N;43700000;SIMOES FILHO;Brazil;BR;BA;-12.7786167;-38.4084626;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;02988538000181
200;AUTO POSTO RURAL DE SEROPEDICA LTDA;ESTRADA RIO SAO PAULO,  S/N;23890001;SEROPEDICA;Brazil;BR;RJ;-22.7936948;-43.6496675;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;03754346000173
200;L & S COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA DOUTOR MENDEL STEINBRUCH,  9953;61910000;MARACANAU;Brazil;BR;CE;-3.8828204;-38.6095766;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;02858003000358
200;M. LUZ COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR 116,  9310;60850015;FORTALEZA;Brazil;BR;CE;-3.8228196;-38.5038843;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;88;08912686000107
200;AUTO POSTO LUAR DA RIO SAO PAULO LTDA;ESTRADA RIO SAO PAULO KM 31,  5996;23075246;RIO DE JANEIRO;Brazil;BR;RJ;-22.8911477;-43.7000523;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;05616264000198
200;POSTO DE COMBUSTIVEIS TREVO DE MANILHA LTDA;RODOVIA GOVERNADOR MARIO COVAS - BR 101,  S/N;24855148;ITABORAI;Brazil;BR;RJ;-22.7728471;-42.9330907;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;18936123000102
200;POSTO DE COMBUSTIVEIS POINT DE NOVA IGUACU LTDA;ESTRADA ANTIGA RIO SAO PAULO, BR 465,  149;26262020;NOVA IGUACU;Brazil;BR;RJ;-22.8488849;-43.60389259999999;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;08728050000100
200;2 A COMERCIO DE COMBUSTIVEIS GNV E LUBRIFICANTES LTDA;RODOVIA BR 101  KM  116,  S/N;48005440;ALAGOINHAS;Brazil;BR;BA;-12.157066;-38.40809;LARCO;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;14238511000150
200;POSTO SOL DA DUTRA LTDA.;RODOVIA PRESIDENTE DUTRA,  S/N;27536000;RESENDE;Brazil;BR;RJ;-22.5604412;-44.1414012;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;06012414000460
200;POSTO DE COMBUSTIVEIS ROUTE 206 LTDA ME;RODOVIA BR 101,  S/N°;28860000;CASIMIRO DE ABREU;Brazil;BR;RJ;-22.4761821;-42.1923329;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;10172504000142
200;POSTO BJ COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA RJ 116,  SN;28660000;BOM JARDIM;Brazil;BR;RJ;-22.162026;-42.4290584;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;10862817000122
200;POSTO APODI LTDA;RUA JOAQUIM TEIXEIRA DE MOURA,  1350;59700000;APODI;Brazil;BR;RN;-5.649023199999999;-37.8000307;ALE;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;08692063000168
200;POSTO MIME S.A.;RODOVIA BR 101,  24000;89245000;ARAQUARI;Brazil;BR;SC;-26.4357975;-48.8102774;RAIZEN MIME;true;;false;;;;;;;;;2025-10-30;ANP API v1;;89;83488882004443
200;POSTO DE COMBUSTIVEIS GUAPURUVU LTDA;RODOVIA LUCIO MEIRA (BR-393),  S/N;27335000;BARRA MANSA;Brazil;BR;RJ;-22.5612036;-44.15658140000001;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;88;22793239000107
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RODOVIA RS 118, KM 11 + 550 METROS,  SN;94901970;CACHOEIRINHA;Brazil;BR;RS;-29.886826;-51.0770118;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;93489243003565
200;FIXXOIL COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA AFONSO CELSO,  40;28230000;SAO FRANCISCO DE ITABAPOANA;Brazil;BR;RJ;-21.4753598;-41.1135295;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;18097470000180
200;SANTA CLARA COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA ENGENHEIRO FABIANO VIVACQUA,  1414;29318400;CACHOEIRO DE ITAPEMIRIM;Brazil;BR;ES;-20.8068569;-41.1564588;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;02583872000155
200;BATISTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;AVENIDA FERROVIARIA,  S/N;45658340;ILHEUS;Brazil;BR;BA;-14.7822954;-39.1033345;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;28562491000183
200;PALLADIUM COMERCIO VAREJISTA DE COMBUSTIVEL LTDA;RODOVIA BR - 356,  S/N;28200000;SAO JOAO DA BARRA;Brazil;BR;RJ;-21.7183089;-41.1022932;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;13412918000270
200;POSTO MIME S.A.;RODOVIA BR 101,  24333;89245000;ARAQUARI;Brazil;BR;SC;-26.4357975;-48.8102774;RAIZEN MIME;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;83488882004362
200;AUTO POSTO RODHAR LTDA;RODOVIA WASHINGTON LUIZ,  SN;25265008;DUQUE DE CAXIAS;Brazil;BR;RJ;-22.6313801;-43.286352;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;28099773000196
200;VITORIA - PETRO DERIVADOS DE PETROLEO LTDA;AVENIDA PRESIDENTE DUTRA,  SN;45051030;VITORIA DA CONQUISTA;Brazil;BR;BA;-14.8789184;-40.85558839999999;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;11758308000117
200;FCJ - COMBUSTIVEIS E CONVENIENCIA LTDA;RODOVIA EMPRESARIO JOAO SANTOS FILHO,  471;54355030;JABOATAO DOS GUARARAPES;Brazil;BR;PE;-8.1550552;-34.9463201;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;20700989000153
200;IBN PINTO E SILVA & CIA LTDA;RODOVIA AL-110,  678;57302802;ARAPIRACA;Brazil;BR;AL;-9.751754499999999;-36.6369544;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;01242690000158
200;POSTO DE GASOLINA MAC STOP LTDA;RODOVIA GOVERNADOR MARIO COVAS  BR 101,  0;24855140;ITABORAI;Brazil;BR;RJ;-22.7728471;-42.9330907;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;36381578000182
200;POSTO MOC 365 LTDA;RODOVIA BR-365,  S/N;39403203;MONTES CLAROS;Brazil;BR;MG;-16.726617;-43.810552;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;49885365000130
200;POSTO DE GASOLINA NUNES & COSTA LIMITADA;RODOVIA AMARAL PEIXOTO,  273;28993000;SAQUAREMA;Brazil;BR;RJ;-22.8874992;-42.4582023;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;32144917000156
200;CENTRO AUTOMOTIVO PUGLIA LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;7034010;GUARULHOS;Brazil;BR;SP;-23.4873192;-46.5422139;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;38033703000199
200;POSTO GRANDE PARADA LTDA;RODOVIA DOS METALURGICOS,  8300;27258000;VOLTA REDONDA;Brazil;BR;RJ;-22.5750811;-44.0758897;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;00071508000180
200;M G DERIVADOS DE PETROLEO LTDA;RODOVIA BR 324,  S/N;44001970;FEIRA DE SANTANA;Brazil;BR;BA;-12.3108816;-38.8878974;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;00096068000116
200;AUTO POSTO NOVO PEDAGIO LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;23890001;SEROPEDICA;Brazil;BR;RJ;-22.7198137;-43.687424;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;01797812000172
200;CHACRINHA POSTO DE SERVICOS LTDA;RODOVIA WASHINGTON LUIZ,  4492;25055000;DUQUE DE CAXIAS;Brazil;BR;RJ;-22.7724155;-43.2858021;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;00624710000192
200;POSTO DE COMBUSTIVEIS VOO LIVRE KM 52 LTDA;RODOVIA AMARAL PEIXOTO,  KM 52;28997000;SAQUAREMA;Brazil;BR;RJ;-22.8688931;-42.6088976;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;89;05762296000100
200;POSTO SPINASSE LTDA;RODOVIA ES-10,  S/N;29190010;ARACRUZ;Brazil;BR;ES;-19.876629;-40.0862977;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;01291148000195
200;POSTO SANTA GEMA LTDA;RODOVIA GOVERNADOR MARIO COVAS,  SN;29316378;CACHOEIRO DE ITAPEMIRIM;Brazil;BR;ES;-20.9278707;-41.07984630000001;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;01917233000116
200;COMERCIAL RALORI LTDA;RODOVIA NORTE SUL,  3595;29168078;SERRA;Brazil;BR;ES;-20.1934923;-40.257043;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;00611875000120
200;POSTO DE COMBUSTÍVEL S W EIRELI;" LOC BR 101,  SN";58320000;ALHANDRA;Brazil;BR;PB;-7.289667100000001;-34.9385587;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;01982212000184
200;PORTAL DE POA AUTO POSTO LTDA;RODOVIA JOAO AFONSO DE SOUZA CASTELLANO,  1890;8559000;POA;Brazil;BR;SP;-23.5184197;-46.3321017;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;04576763000136
200;AUTO POSTO BARRA DE CASIMIRO LTDA;ESTRADA AMARAL PEIXOTO,  SN;28880000;CASIMIRO DE ABREU;Brazil;BR;RJ;-22.5764094;-41.9868026;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;05118175000111
200;AUTO POSTO E POUSADA RURAL DE PIRANEMA LTDA;RODOVIA BR. 465 KM. 40,  S/N;23890001;SEROPEDICA;Brazil;BR;RJ;-22.8054961;-43.639301;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;05142318000120
200;POSTO Z2 LTDA;RODOVIA BR 470,  243;89080001;INDAIAL;Brazil;BR;SC;-26.8807225;-49.2426834;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;05407823000150
200;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR 101,  S/N;24425470;SAO GONCALO;Brazil;BR;RJ;-22.8336992;-43.0064259;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;00157051000121
200;POSTO IPIRANGAO LTDA;RODOVIA BR 101,  S/N;55540000;PALMARES;Brazil;BR;PE;-8.678145899999999;-35.57666;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;01751467000136
200;POSTO SOL DA DUTRA LTDA.;RODOVIA PRESIDENTE DUTRA,  S/NO.;27365000;BARRA MANSA;Brazil;BR;RJ;-22.5604412;-44.1414012;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;06012414000117
200;AUTO POSTO RJ-SAO PEDRO LTDA;RODOVIA RJ 140,  S/N;28940090;SAO PEDRO DA ALDEIA;Brazil;BR;RJ;-22.8438168;-42.06975389999999;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;11076308000137
200;POSTO DE COMBUSTIVEIS E LUBRIFICANTES CORREIA LTDA;RODOVIA BA 522 KM 10,  SN;43813300;CANDEIAS;Brazil;BR;BA;-12.695247;-38.464025;LARCO;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;06099586000170
200;A. PEIXOTO POSTO DE ABASTECIMENTO LTDA;RODOVIA AMARAL PEIXOTO,  S/N;27970020;MACAE;Brazil;BR;RJ;-22.4062806;-41.841429;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;05759056000148
200;POSTO CIDADE DAS PRAIAS LTDA.;RODOVIA SC 442,  S/N;88705000;JAGUARUNA;Brazil;BR;SC;-28.6009995;-49.0506733;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05423899000179
200;MARQUINHO COMBUSTIVEIS E SERVICOS LTDA;RODOVIA BR 101,  S/N;88106100;SAO JOSE;Brazil;BR;SC;-27.6130841;-48.6428344;ALE;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05991479000270
200;F C MATOS OLIVEIRA  LTDA;RODOVIA MA 014,  125;65235000;SAO BENTO;Brazil;BR;MA;-2.7001781;-44.8411811;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;03180674000375
200;REDE DE POSTOS SETE ESTRELAS LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;12286160;CACAPAVA;Brazil;BR;SP;-23.1065926;-45.7097357;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;45694437002669
200;AUTO POSTO DR 4 LTDA;RODOVIA BR 104 KM 20,1,  SN;55790000;TAQUARITINGA DO NORTE;Brazil;BR;PE;-7.955881499999999;-36.128867;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05854086000303
200;INVESTGAS LOCACAO E INVESTIMENTO LIMITADA;RODOVIA BR 101,  S/N;58320000;ALHANDRA;Brazil;BR;PB;-7.933259099999999;-34.8582778;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07617461000238
200;POSTO DE GASOLINA BARRETO E SILVA LTDA;RODOVIA LUCIO MEIRA,  299;27250050;VOLTA REDONDA;Brazil;BR;RJ;-22.4730165;-44.0609542;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;08962639000160
200;POSTO G MARCUS COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA B R 101,  S N;28860971;CASIMIRO DE ABREU;Brazil;BR;RJ;-22.4806156;-42.1471528;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;10311450000159
200;VILA BELA COMERCIO DE COMBUSTIVEL LTDA;RODOVIA BR-232,  S/N;54130340;JABOATAO DOS GUARARAPES;Brazil;BR;PE;-8.0903902;-35.0255349;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;07105859000104
200;POSTO SUL LTDA;RODOVIA BR 101 SUL,  S/N;54345160;JABOATAO DOS GUARARAPES;Brazil;BR;PE;-8.1772228;-34.9493766;DISLUB;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;09456974000159
200;SERVICAR S/A;RODOVIA BR 101,  S/N;54515070;CABO DE SANTO AGOSTINHO;Brazil;BR;PE;-8.2388719;-34.9850465;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;09798307000316
200;AUTO POSTO BRAMBILA LTDA;RODOVIA BR 101,  S/N;88910000;MARACAJA;Brazil;BR;SC;-28.8702085;-49.4520066;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;11486872000128
200;POSTO DE COMBUSTIVEIS PACATUBA LTDA;RODOVIA CE 060,  S/N;61800100;PACATUBA;Brazil;BR;CE;-3.916183;-38.6063788;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;13763324000123
200;POSTO SOUTO BAHIA II LTDA;RODOVIA AMARAL PEIXOTO,  S/N;28890001;RIO DAS OSTRAS;Brazil;BR;RJ;-22.513964;-41.9301;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;14507889000102
200;PALLADIUM COMERCIO VAREJISTA DE COMBUSTIVEL LTDA;RODOVIA CAMPOS SANTO AMARO,  SN;28143000;CAMPOS DOS GOYTACAZES;Brazil;BR;RJ;-21.8729206;-41.2316425;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;13412918000190
200;POSTO DE GAS NATURAL LAMACAES LTDA;RODOVIA PRESIDENTE DUTRA,  11991;26221190;NOVA IGUACU;Brazil;BR;RJ;-22.7633821;-43.4203459;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;06341140000100
200;POSTO BERRIEL FIDELENSE LTDA - ME;RODOVIA RJ 158,  S/N;28400000;SAO FIDELIS;Brazil;BR;RJ;-21.6536517;-41.7400055;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05203525000148
200;REDE HG COMBUSTIVEIS LTDA.;AVENIDA RIO/BAHIA,  S/N;35054060;GOVERNADOR VALADARES;Brazil;BR;MG;-18.8913463;-41.947344;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;85;13569064000400
200;AUTO POSTO RODA VIVA DE SAO JOAO DE MERITI LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;25545420;SAO JOAO DE MERITI;Brazil;BR;RJ;-22.790886;-43.3695456;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;30243299000176
200;GNV PADUA COMERCIO DE COMBUSTIVEL LTDA;ESTRADA PADUA - PIRAPETINGA,  SN;28470000;SANTO ANTONIO DE PADUA;Brazil;BR;RJ;-21.5523435;-42.1779207;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;15252610000150
200;POSTO DE COMBUSTIVEIS RODOVIARIA LTDA.;AVENIDA ANTONIO CARLOS MAGALHAES,  4222;41800700;SALVADOR;Brazil;BR;BA;-12.9787864;-38.46750480000001;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;30407533000153
200;ITAPAGIPE COMERCIO DE COMBUSTIVEIS LTDA;VIA CIA AEROPORTO,  S/N;43700000;SIMOES FILHO;Brazil;BR;BA;-12.8232164;-38.3994544;LARCO;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;26220463000152
200;CENTRO DE SERVICOS FRANGO ASSADO -NORTE LTDA;RODOVIA PRESIDENTE DUTRA,  S/N;12321520;JACAREI;Brazil;BR;SP;-23.3009244;-46.0160432;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;02896671000884
200;AUTO POSTO GIGANTE DA DUTRA LTDA;RODOVIA PRESIDENTE DUTRA,  191;26377180;QUEIMADOS;Brazil;BR;RJ;-22.8148344;-43.3281699;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;26410927000193
200;AMAZON EMPREENDIMENTOS LTDA;AVENIDA TORQUATO TAPAJOS,  7070;69093415;MANAUS;Brazil;BR;AM;-3.0132136;-60.0315899;EQUADOR;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;19470625000145
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;ESTRADA BR 101,  5450;95560000;TORRES;Brazil;BR;RS;-29.3446661;-49.78920600000001;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;93489243009849
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RODOVIA BR 101,  6147;88380000;BALNEARIO PICARRAS;Brazil;BR;SC;-26.7459251;-48.6977225;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;93489243008877
200;POSTO GAMELEIRA LTDA;RODOVIA RODOVIA BR 324, KM 9,5,  S/N;40301155;SALVADOR;Brazil;BR;BA;-12.900987;-38.4527191;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;13570353000179
200;POSTO MIME S.A.;RODOVIA BR 280,  12726;89270000;GUARAMIRIM;Brazil;BR;SC;-26.4770055;-48.99601;RAIZEN MIME;true;;false;;;;;;;;;2025-10-30;ANP API v1;;81;83488882004877
200;AUTO POSTO TUBARÃO LTDA;RODOVIA REGIS BITENCOURT,  1530;6753420;TABOAO DA SERRA;Brazil;BR;SP;-20.5675708;-44.6733099;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;45828699000110
200;POSTO DE COMBUSTIVEIS SAO MARCOS GRAVATAL LTDA;RODOVIA SC 370,  SN;88735000;GRAVATAL;Brazil;BR;SC;-28.3401365;-49.0313011;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;28162958000106
200;POSTO DE GASOLINA GIGANTE DA WASHINGTON LUIZ LTDA;RODOVIA WASHINGTON LUIZ,  S/N;25225015;DUQUE DE CAXIAS;Brazil;BR;RJ;-22.6930917;-43.2873737;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;30961525000154
200;SIM REDE DE POSTOS LTDA;RODOVIA ERS-130,  2285;95912000;LAJEADO;Brazil;BR;RS;-29.441524;-51.9712313;CHARRUA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07473735018714
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;" BR-116   KM-286,  S/N";92990000;ELDORADO DO SUL;Brazil;BR;RS;-30.0088515;-51.3149107;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;93489243000540
200;CEMOPEL CM PETROLEO LTDA;RODOVIA BR 101 SUL,  2220;54505000;CABO DE SANTO AGOSTINHO;Brazil;BR;PE;-8.286675299999999;-35.0388391;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;69943686000584
200;POSTO DE ABASTECIMENTO VITORIA 040 LTDA.;ESTRADA BR 040,  KM82,9;25665091;PETROPOLIS;Brazil;BR;RJ;-22.5167218;-43.2284319;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;07570135000131
200;J. PACHECO E FILHOS LTDA;" RS 401 KM 16,  SN";96745000;CHARQUEADAS;Brazil;BR;RS;-29.9598769;-51.6237369;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;93648517000172
200;COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA;RODOVIA BR 116 KM 289,  SN;92990000;ELDORADO DO SUL;Brazil;BR;RS;-30.0121515;-51.31499849999999;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;84;93489243000620
200;AUTO POSTO RINCAO LTDA;RODOVIA BR 101, KM 381,  919;88820000;ICARA;Brazil;BR;SC;-28.8029822;-49.2467384;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;83;79930681000147
200;AUTO POSTO CABECUDAS LTDA;RODOVIA BR 101,  SN;88790000;LAGUNA;Brazil;BR;SC;-28.4404233;-48.8237515;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;82;82540576000106
200;POSTO DE GASOLINA JB CAXIAS LTDA;RODOVIA WASHINGTON LUIS,  14689;25250000;DUQUE DE CAXIAS;Brazil;BR;RJ;-22.6788191;-43.28644389999999;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;100;08064380000130
200;POSTO GARCIA DE CAMPINAS LTDA;RODOVIA ANHANGUERA,  S/N;13063000;CAMPINAS;Brazil;BR;SP;-22.8883166;-47.1123083;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;07017009000154
200;A. ANGELONI & CIA. LTDA;RODOVIA BR 101,  S/N;88210000;PORTO BELO;Brazil;BR;SC;-27.1754898;-48.6117306;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;87;83646984007031
200;COMERCIAL SULINA DE DERIVADOS DE PETROLEO LTDA;RODOVIA BR 116 KM 252,  1826;93210000;SAPUCAIA DO SUL;Brazil;BR;RS;-29.8137104;-51.1684256;RAIZEN;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;88181615000102
200;RODOPOSTO TURMALINA LTDA;RODOVIA ANHANGUERA,  S/N;13490000;CORDEIROPOLIS;Brazil;BR;SP;-22.4527721;-47.3978767;BANDEIRA BRANCA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05122863000155
200;POSTO PINHEIRINHO DE RESENDE LTDA;RODOVIA PRESIDENTE DUTRA,  2300;27537000;RESENDE;Brazil;BR;RJ;-22.4552248;-44.3947037;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;00854639000134
200;POSTO BANDEIRA BRANCA COMERCIO DE COMBUSTIVEIS LTDA;RODOVIA BR-222 KM 19, S/N,  23000;61616992;CAUCAIA;Brazil;BR;CE;-3.730745199999999;-38.7634449;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;05613385000186
200;AUTO POSTO VIADUTO LTDA;RODOVIA BR 282 - KM 05,  S/N;88130005;PALHOCA;Brazil;BR;SC;-27.655962;-48.6776656;IPIRANGA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;04308884000369
200;POSTO JP MOSSORO LTDA;AVENIDA WILSON ROSADO DE SA,  2000;59607045;MOSSORO;Brazil;BR;RN;-5.1729714;-37.3599707;VIBRA;true;;false;;;;;;;;;2025-10-30;ANP API v1;;86;04899438000104
